"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X270","2019-09-30 03:00:00","33.000","0.000","0.000","25.100","1.000","1001.600","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0R260","2019-09-30 03:00:00","76.000","16.000","0.600","27.100","0.730","995.100","","0.000","-99.000","-99.000","-99.000","27.200","","25.100",""
"C0E780","2019-09-30 04:00:00","160.000","0.000","0.000","23.800","0.950","986.000","","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"CM0120","2019-09-30 04:00:00","4.000","47.000","2.300","26.000","0.840","1002.800","","0.000","-99.000","-99.000","-99.000","27.000","","26.000",""
"C0Z290","2019-09-30 04:00:00","946.000","359.000","3.000","20.300","0.990","904.200","","18.000","11.200","319.000","","20.500","","19.400",""
"C0C630","2019-09-30 04:00:00","209.000","54.000","4.000","25.200","0.920","983.400","","0.000","10.000","69.000","","25.600","","25.200",""
"C0D550","2019-09-30 04:00:00","1956.000","128.000","0.600","17.000","0.720","807.900","","0.000","-99.000","-99.000","-99.000","19.000","","16.200",""
"C0T9E0","2019-09-30 04:00:00","415.000","15.000","3.100","24.000","0.960","963.800","","12.500","-99.000","-99.000","-99.000","24.300","","21.900",""
"C0U960","2019-09-30 04:00:00","1885.000","212.000","0.900","15.100","0.990","813.800","","12.500","-99.000","-99.000","-99.000","16.100","","15.100",""
"C0AI30","2019-09-30 04:00:00","26.000","76.000","5.400","27.200","0.910","1005.900","","0.000","-99.000","-99.000","-99.000","27.200","","26.900",""
"C0R240","2019-09-30 04:00:00","87.000","0.000","0.200","23.800","0.990","993.000","","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0AD30","2019-09-30 04:00:00","20.000","84.000","2.000","27.800","0.790","1004.200","","0.500","7.700","101.000","","28.000","","27.500",""
"C0D430","2019-09-30 04:00:00","87.000","40.000","0.400","27.100","0.800","993.500","","0.000","-99.000","-99.000","-99.000","27.100","","25.100",""
"C0X210","2019-09-30 04:00:00","38.000","0.000","0.000","25.500","1.000","997.200","","0.000","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0R680","2019-09-30 04:00:00","13.000","329.000","1.100","27.700","-99.000","1001.500","","0.000","-99.000","-99.000","-99.000","28.900","","27.700",""
"C0AH10","2019-09-30 04:00:00","30.000","97.000","2.100","27.100","0.900","1003.700","","0.500","-99.000","-99.000","-99.000","27.100","","26.600",""
"C0O960","2019-09-30 04:00:00","112.000","11.000","0.800","24.000","0.950","990.600","","0.000","-99.000","-99.000","-99.000","24.600","","23.800",""
"C0H950","2019-09-30 04:00:00","192.000","0.000","0.000","22.800","0.990","983.100","","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0A540","2019-09-30 04:00:00","401.000","117.000","1.100","24.200","0.890","963.200","","7.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0C690","2019-09-30 04:00:00","242.000","101.000","1.800","25.000","0.830","981.100","","0.500","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0V370","2019-09-30 04:00:00","74.000","113.000","0.300","23.900","1.000","995.300","","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0I110","2019-09-30 04:00:00","161.000","131.000","0.700","24.200","0.890","985.700","","0.000","-99.000","-99.000","-99.000","25.300","","24.200",""
"C0V500","2019-09-30 04:00:00","6.000","359.000","0.800","27.000","0.900","1001.300","","0.000","-99.000","-99.000","-99.000","28.400","","27.000",""
"C0A880","2019-09-30 04:00:00","6.000","101.000","0.300","25.600","0.950","1007.200","","-99.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0M670","2019-09-30 04:00:00","43.000","42.000","0.900","25.900","0.960","997.800","","0.000","-99.000","-99.000","-99.000","26.300","","25.900",""
"C0Z061","2019-09-30 04:00:00","174.000","351.000","1.500","24.700","0.960","990.200","","9.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0M730","2019-09-30 04:00:00","40.000","0.000","0.000","26.500","0.880","998.000","","0.000","-99.000","-99.000","-99.000","27.600","","26.000",""
"C0U750","2019-09-30 04:00:00","398.000","38.000","6.500","23.700","1.000","964.800","","0.500","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0A650","2019-09-30 04:00:00","287.000","32.000","3.200","-99.000","-99.000","976.500","","39.500","8.800","30.000","","-999.000","","-999.000",""
"C0K400","2019-09-30 04:00:00","65.000","87.000","0.700","25.300","0.990","996.800","","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0I370","2019-09-30 04:00:00","671.000","131.000","0.300","20.200","0.950","931.500","","0.000","-99.000","-99.000","-99.000","21.400","","20.200",""
"C0S750","2019-09-30 04:00:00","2280.000","266.000","0.800","13.700","0.840","770.600","","0.000","6.400","334.000","","15.800","","12.900",""
"C0R650","2019-09-30 04:00:00","29.000","12.000","0.600","25.800","0.990","1001.200","","0.000","-99.000","-99.000","-99.000","26.300","","25.600",""
"C0E740","2019-09-30 04:00:00","27.000","67.000","2.000","27.400","0.790","1000.600","","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0AI20","2019-09-30 04:00:00","25.000","55.000","7.200","25.800","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0E550","2019-09-30 04:00:00","84.000","90.000","0.400","24.400","1.000","995.900","","0.000","-99.000","-99.000","-99.000","25.100","","23.600",""
"C0X060","2019-09-30 04:00:00","19.000","322.000","0.600","25.600","0.950","1002.600","","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C1R320","2019-09-30 04:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AC60","2019-09-30 04:00:00","55.000","62.000","2.200","26.700","0.940","1001.400","","0.000","8.200","75.000","","26.800","","26.500",""
"C0UA70","2019-09-30 04:00:00","547.000","99.000","5.400","23.100","0.990","949.400","","0.500","12.800","81.000","","23.300","","22.700",""
"C0G740","2019-09-30 04:00:00","24.000","12.000","1.400","25.100","0.910","1001.200","","0.000","-99.000","-99.000","-99.000","26.400","","25.100",""
"C0F9N0","2019-09-30 04:00:00","75.000","37.000","1.700","26.300","0.860","995.300","","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0F9T0","2019-09-30 04:00:00","111.000","315.000","0.600","25.400","0.900","991.500","","0.000","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0S710","2019-09-30 04:00:00","382.000","37.000","6.700","23.600","0.840","962.400","","0.000","14.300","22.000","","23.700","","22.900",""
"C0M680","2019-09-30 04:00:00","37.000","0.000","0.000","25.800","0.960","1000.600","","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0X220","2019-09-30 04:00:00","26.000","184.000","0.800","25.500","0.930","1000.200","","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0R560","2019-09-30 04:00:00","22.000","284.000","1.500","26.400","0.830","1001.100","","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0F9P0","2019-09-30 04:00:00","26.000","25.000","1.800","25.400","0.910","1001.700","","0.000","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0O970","2019-09-30 04:00:00","71.000","310.000","0.700","24.600","1.000","995.700","","0.000","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0F0B0","2019-09-30 04:00:00","311.000","162.000","2.100","22.600","0.960","969.500","","0.000","-99.000","-99.000","-99.000","24.500","","22.400",""
"C0R700","2019-09-30 04:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-09-30 04:00:00","34.000","344.000","1.900","27.000","0.780","999.700","","0.000","-99.000","-99.000","-99.000","28.300","","27.000",""
"C0C660","2019-09-30 04:00:00","176.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA10","2019-09-30 04:00:00","411.000","73.000","1.900","24.300","0.810","957.000","","0.000","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0M740","2019-09-30 04:00:00","15.000","0.000","0.000","25.400","0.950","1000.700","","0.000","-99.000","-99.000","-99.000","26.100","","25.400",""
"C0K460","2019-09-30 04:00:00","60.000","126.000","0.900","25.600","0.940","995.500","","0.000","-99.000","-99.000","-99.000","26.200","","25.600",""
"C0X100","2019-09-30 04:00:00","10.000","343.000","2.000","26.400","1.000","1000.500","","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C1R440","2019-09-30 04:00:00","1654.000","40.000","2.900","18.100","0.780","829.000","","0.500","-99.000","-99.000","-99.000","19.400","","16.300",""
"C0K560","2019-09-30 04:00:00","117.000","0.000","0.200","24.700","0.980","991.000","","0.000","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0R150","2019-09-30 04:00:00","105.000","103.000","1.700","25.900","0.990","990.200","","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0S690","2019-09-30 04:00:00","522.000","23.000","3.900","24.600","0.710","945.700","","0.000","9.400","23.000","","24.600","","22.900",""
"C0U870","2019-09-30 04:00:00","474.000","84.000","2.400","23.300","0.980","957.500","","6.000","8.700","99.000","","23.600","","23.100",""
"C0A520","2019-09-30 04:00:00","48.000","51.000","3.000","26.600","0.950","1002.900","","0.000","8.200","53.000","","26.700","","26.500",""
"C0X130","2019-09-30 04:00:00","27.000","348.000","0.600","26.600","1.000","999.800","","0.000","-99.000","-99.000","-99.000","27.200","","26.600",""
"C0V400","2019-09-30 04:00:00","56.000","55.000","1.000","25.300","0.940","996.200","","0.000","-99.000","-99.000","-99.000","26.800","","25.200",""
"C0UA40","2019-09-30 04:00:00","1121.000","29.000","7.100","19.900","0.990","887.500","","32.500","13.900","21.000","","20.300","","19.700",""
"C0G720","2019-09-30 04:00:00","50.000","0.000","0.000","25.200","1.000","997.200","","0.000","-99.000","-99.000","-99.000","26.100","","25.200",""
"C0G890","2019-09-30 04:00:00","24.000","1.000","2.800","26.200","0.980","1000.900","","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0I540","2019-09-30 04:00:00","3344.000","115.000","18.400","6.600","1.000","680.300","","-99.000","29.100","121.000","","7.700","","6.000",""
"C0K390","2019-09-30 04:00:00","31.000","94.000","0.400","25.600","0.940","999.700","","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0T9A0","2019-09-30 04:00:00","498.000","96.000","0.900","22.900","0.990","953.600","","6.500","-99.000","-99.000","-99.000","22.900","","21.500",""
"C0AH40","2019-09-30 04:00:00","426.000","353.000","3.100","24.400","0.970","960.700","","6.000","10.500","43.000","","24.500","","24.300",""
"C0X280","2019-09-30 04:00:00","22.000","41.000","1.000","25.900","0.940","1001.000","","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0V620","2019-09-30 04:00:00","18.000","6.000","1.200","26.100","0.950","1001.200","","0.000","-99.000","-99.000","-99.000","27.400","","26.100",""
"C0H960","2019-09-30 04:00:00","120.000","104.000","0.600","25.600","0.980","988.900","","0.000","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0M530","2019-09-30 04:00:00","1385.000","111.000","0.400","17.400","0.890","862.100","","0.000","-99.000","-99.000","-99.000","18.100","","17.400",""
"C0R170","2019-09-30 04:00:00","26.000","350.000","0.800","25.300","1.000","1000.400","","0.000","-99.000","-99.000","-99.000","26.400","","25.300",""
"C0I420","2019-09-30 04:00:00","305.000","0.000","0.000","22.500","0.930","970.300","","0.000","-99.000","-99.000","-99.000","23.800","","22.400",""
"C0A640","2019-09-30 04:00:00","241.000","0.000","0.100","24.300","0.950","984.100","","13.000","-99.000","-99.000","-99.000","24.400","","24.200",""
"C0A930","2019-09-30 04:00:00","216.000","103.000","2.300","23.700","1.000","983.800","","0.000","8.200","122.000","","23.700","","23.400",""
"C0F9M0","2019-09-30 04:00:00","230.000","65.000","0.500","24.000","0.930","978.100","","0.000","-99.000","-99.000","-99.000","25.800","","24.000",""
"C0AC40","2019-09-30 04:00:00","1079.000","48.000","6.900","20.300","0.990","889.300","","8.500","20.400","54.000","","20.400","","20.200",""
"C0AI00","2019-09-30 04:00:00","188.000","44.000","1.600","25.200","0.950","987.200","","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0T9M0","2019-09-30 04:00:00","92.000","358.000","3.300","26.200","0.930","998.100","","16.000","12.100","339.000","","26.800","","24.900",""
"C0K430","2019-09-30 04:00:00","30.000","40.000","0.700","25.100","0.920","1000.800","","0.000","-99.000","-99.000","-99.000","25.700","","25.100",""
"C0Z170","2019-09-30 04:00:00","199.000","74.000","1.900","25.800","0.820","986.000","","3.000","12.500","66.000","","26.900","","25.200",""
"C0Z100","2019-09-30 04:00:00","36.000","24.000","1.600","27.000","0.840","1006.300","","13.000","6.700","354.000","","27.100","","25.100",""
"C0U710","2019-09-30 04:00:00","1942.000","94.000","1.100","14.500","0.990","806.700","","8.500","-99.000","-99.000","-99.000","14.900","","14.100",""
"C0SA30","2019-09-30 04:00:00","92.000","13.000","6.800","27.800","0.710","994.600","","1.000","16.100","7.000","","27.900","","26.700",""
"C0V680","2019-09-30 04:00:00","40.000","358.000","0.900","26.000","0.860","998.600","","0.000","-99.000","-99.000","-99.000","27.300","","25.900",""
"C0F9U0","2019-09-30 04:00:00","74.000","283.000","0.800","26.900","0.870","995.400","","0.000","-99.000","-99.000","-99.000","27.600","","26.600",""
"C0AI10","2019-09-30 04:00:00","76.000","324.000","1.200","27.800","0.760","999.300","","0.000","7.100","249.000","","27.800","","26.900",""
"C0V530","2019-09-30 04:00:00","34.000","359.000","0.700","25.000","1.000","998.900","","0.000","-99.000","-99.000","-99.000","26.300","","24.700",""
"C0R550","2019-09-30 04:00:00","38.000","18.000","1.900","25.500","0.930","999.400","","0.000","-99.000","-99.000","-99.000","26.800","","25.000",""
"C0F9L0","2019-09-30 04:00:00","253.000","48.000","1.100","24.300","0.950","975.300","","0.000","-99.000","-99.000","-99.000","25.400","","24.300",""
"C0A950","2019-09-30 04:00:00","60.000","105.000","7.400","25.800","0.930","1003.000","","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0R160","2019-09-30 04:00:00","45.000","345.000","0.400","24.600","0.990","997.300","","0.000","-99.000","-99.000","-99.000","26.000","","24.600",""
"C0F9S0","2019-09-30 04:00:00","43.000","331.000","1.000","26.500","0.860","998.900","","0.000","-99.000","-99.000","-99.000","27.000","","26.500",""
"C0M820","2019-09-30 04:00:00","980.000","42.000","1.200","19.700","0.790","898.600","","0.000","-99.000","-99.000","-99.000","20.100","","19.000",""
"C0G870","2019-09-30 04:00:00","12.000","1.000","1.400","25.700","0.960","1003.000","","0.000","-99.000","-99.000","-99.000","26.800","","25.400",""
"C0R530","2019-09-30 04:00:00","16.000","351.000","2.300","25.700","0.800","1001.000","","0.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0O840","2019-09-30 04:00:00","134.000","312.000","0.800","24.000","1.000","986.300","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0A890","2019-09-30 04:00:00","40.000","0.000","0.000","26.300","0.950","1004.200","","0.500","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0A660","2019-09-30 04:00:00","97.000","85.000","1.400","24.900","1.000","997.900","","2.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0T9H0","2019-09-30 04:00:00","725.000","45.000","8.300","22.200","0.990","929.500","","14.000","17.300","16.000","","22.200","","20.900",""
"C0R270","2019-09-30 04:00:00","51.000","23.000","1.500","25.600","0.950","996.500","","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0O980","2019-09-30 04:00:00","18.000","349.000","0.900","25.400","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0T9I0","2019-09-30 04:00:00","152.000","27.000","5.500","25.700","0.880","991.800","","27.000","-99.000","-99.000","-99.000","25.800","","24.500",""
"C0V760","2019-09-30 04:00:00","30.000","31.000","0.900","26.300","0.930","1000.400","","0.000","-99.000","-99.000","-99.000","27.700","","26.300",""
"C0AG90","2019-09-30 04:00:00","25.000","70.000","1.400","27.200","0.860","1006.300","","0.000","-99.000","-99.000","-99.000","27.500","","26.900",""
"C0R570","2019-09-30 04:00:00","37.000","77.000","1.700","25.900","0.880","997.900","","0.000","-99.000","-99.000","-99.000","26.700","","25.800",""
"C0O900","2019-09-30 04:00:00","9.000","309.000","0.800","25.700","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0AD00","2019-09-30 04:00:00","86.000","40.000","2.500","26.300","0.940","999.200","","0.000","9.600","54.000","","26.600","","26.100",""
"C0V700","2019-09-30 04:00:00","24.000","18.000","2.500","27.000","0.810","999.700","","0.000","-99.000","-99.000","-99.000","29.300","","27.000",""
"C0AH00","2019-09-30 04:00:00","38.000","32.000","3.000","26.400","1.000","1004.000","","1.000","8.800","30.000","","26.500","","26.300",""
"C0X080","2019-09-30 04:00:00","2.000","10.000","0.600","25.700","0.980","1002.800","","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"CM0150","2019-09-30 04:00:00","11.000","4.000","2.300","27.700","0.670","1001.700","","0.000","-99.000","-99.000","-99.000","27.700","","27.000",""
"C0I480","2019-09-30 04:00:00","2165.000","106.000","0.300","16.400","0.640","785.300","","0.000","-99.000","-99.000","-99.000","17.100","","15.000",""
"C0A860","2019-09-30 04:00:00","362.000","46.000","6.800","24.300","1.000","968.700","","0.500","13.700","45.000","","24.300","","24.200",""
"C0U940","2019-09-30 04:00:00","25.000","33.000","1.000","25.600","0.990","1007.500","","6.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0S970","2019-09-30 04:00:00","19.000","295.000","0.800","27.400","0.720","1000.800","","0.000","-99.000","-99.000","-99.000","28.200","","26.900",""
"C0V260","2019-09-30 04:00:00","126.000","25.000","0.600","24.400","0.970","989.500","","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0H990","2019-09-30 04:00:00","3076.000","66.000","1.400","8.000","0.980","702.900","","1.000","-99.000","-99.000","-99.000","9.100","","7.400",""
"C0F9K0","2019-09-30 04:00:00","30.000","16.000","1.400","25.300","0.880","999.100","","0.000","-99.000","-99.000","-99.000","26.300","","25.300",""
"C0AH90","2019-09-30 04:00:00","660.000","12.000","0.800","22.400","0.990","938.700","","17.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0W150","2019-09-30 04:00:00","42.000","35.000","2.600","27.700","0.640","1004.400","","0.000","-99.000","-99.000","-99.000","28.000","","27.500",""
"C0F000","2019-09-30 04:00:00","273.000","359.000","1.200","23.800","1.000","971.700","","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0K410","2019-09-30 04:00:00","20.000","22.000","0.900","25.800","0.910","1000.100","","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0R140","2019-09-30 04:00:00","740.000","136.000","0.400","22.200","0.910","924.700","","0.000","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0V800","2019-09-30 04:00:00","256.000","275.000","0.500","23.900","0.940","973.100","","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0S830","2019-09-30 04:00:00","288.000","24.000","8.600","26.100","0.780","975.300","","6.500","19.800","28.000","","27.200","","24.600",""
"C0S920","2019-09-30 04:00:00","98.000","277.000","2.200","25.500","0.810","987.600","","0.000","-99.000","-99.000","-99.000","27.500","","24.400",""
"C0V640","2019-09-30 04:00:00","35.000","38.000","0.300","26.600","0.950","999.200","","0.000","-99.000","-99.000","-99.000","27.700","","26.400",""
"C0AH80","2019-09-30 04:00:00","68.000","94.000","3.600","26.000","0.910","1000.400","","8.000","8.800","130.000","","26.100","","25.500",""
"C0K250","2019-09-30 04:00:00","12.000","33.000","1.300","24.100","0.980","1002.400","","0.000","-99.000","-99.000","-99.000","25.300","","23.500",""
"C0I410","2019-09-30 04:00:00","180.000","348.000","0.500","24.200","0.940","983.100","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0M410","2019-09-30 04:00:00","245.000","172.000","1.200","22.800","1.000","972.400","","0.000","-99.000","-99.000","-99.000","23.700","","22.800",""
"C0F9Z0","2019-09-30 04:00:00","3193.000","20.000","5.000","7.800","1.000","695.800","","0.000","10.500","15.000","","9.500","","7.800",""
"C0G810","2019-09-30 04:00:00","26.000","321.000","0.700","26.400","0.930","1000.100","","0.000","-99.000","-99.000","-99.000","27.400","","26.400",""
"C0U650","2019-09-30 04:00:00","442.000","64.000","3.900","23.800","0.990","960.600","","34.000","10.400","72.000","","23.800","","22.500",""
"C0D660","2019-09-30 04:00:00","65.000","46.000","3.600","27.100","0.810","998.200","","0.000","13.000","53.000","","27.600","","26.900",""
"C0E540","2019-09-30 04:00:00","32.000","48.000","3.200","27.000","0.800","1001.200","","0.000","-99.000","-99.000","-99.000","27.100","","26.200",""
"C0W170","2019-09-30 04:00:00","42.000","24.000","7.100","23.800","0.880","1005.600","","0.000","14.000","3.000","","24.800","","23.800",""
"C0Z150","2019-09-30 04:00:00","27.000","25.000","6.900","27.600","0.830","1006.100","","9.500","13.200","20.000","","27.900","","26.100",""
"C0S840","2019-09-30 04:00:00","22.000","286.000","2.100","25.600","0.850","1002.500","","0.000","-99.000","-99.000","-99.000","27.800","","25.600",""
"C0H9A0","2019-09-30 04:00:00","1595.000","88.000","2.300","20.800","0.540","840.600","","0.000","-99.000","-99.000","-99.000","20.800","","17.400",""
"C0Z300","2019-09-30 04:00:00","182.000","18.000","2.800","24.300","0.990","987.500","","3.500","10.500","10.000","","25.600","","24.300",""
"C0G730","2019-09-30 04:00:00","27.000","17.000","1.300","24.600","0.960","1001.500","","0.000","-99.000","-99.000","-99.000","25.700","","24.500",""
"C0V730","2019-09-30 04:00:00","33.000","3.000","1.100","26.500","0.990","1000.000","","0.000","-99.000","-99.000","-99.000","27.800","","26.400",""
"C0SA00","2019-09-30 04:00:00","466.000","295.000","2.500","21.600","0.990","951.900","","0.500","-99.000","-99.000","-99.000","23.500","","21.400",""
"C0S900","2019-09-30 04:00:00","27.000","340.000","12.100","24.500","0.920","997.900","","4.000","30.900","339.000","","28.000","","24.500",""
"C0V720","2019-09-30 04:00:00","15.000","2.000","0.700","27.200","0.850","1001.500","","0.000","-99.000","-99.000","-99.000","28.900","","27.000",""
"C0UA60","2019-09-30 04:00:00","566.000","31.000","3.900","22.700","0.990","947.200","","9.500","9.000","53.000","","23.200","","22.500",""
"C0A980","2019-09-30 04:00:00","11.000","98.000","2.600","27.800","0.760","1007.700","","0.000","-99.000","-99.000","-99.000","27.900","","27.000",""
"C0C670","2019-09-30 04:00:00","250.000","23.000","4.700","24.600","0.870","979.000","","0.000","10.000","23.000","","24.900","","24.500",""
"C0K550","2019-09-30 04:00:00","15.000","359.000","0.300","25.200","0.960","1001.900","","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0G750","2019-09-30 04:00:00","31.000","7.000","0.800","24.600","0.930","1001.000","","0.000","-99.000","-99.000","-99.000","26.000","","24.600",""
"C0Z270","2019-09-30 04:00:00","343.000","46.000","6.600","24.500","0.960","970.700","","9.500","14.900","18.000","","24.900","","23.500",""
"C0UA30","2019-09-30 04:00:00","1397.000","113.000","1.500","17.800","0.990","859.400","","10.000","-99.000","-99.000","-99.000","18.200","","17.500",""
"C0I080","2019-09-30 04:00:00","536.000","0.000","0.200","21.000","0.880","947.800","","0.000","-99.000","-99.000","-99.000","22.200","","21.000",""
"C0UA00","2019-09-30 04:00:00","392.000","0.000","0.000","22.000","0.990","966.400","","28.500","-99.000","-99.000","-99.000","22.200","","21.900",""
"C0AD40","2019-09-30 04:00:00","32.000","66.000","3.400","26.700","0.840","1004.400","","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0S660","2019-09-30 04:00:00","794.000","195.000","0.900","21.000","0.810","919.700","","0.000","-99.000","-99.000","-99.000","21.500","","20.500",""
"C0M640","2019-09-30 04:00:00","155.000","274.000","0.900","24.200","0.990","985.700","","0.000","-99.000","-99.000","-99.000","25.700","","24.200",""
"C0R660","2019-09-30 04:00:00","20.000","129.000","1.000","26.300","-99.000","1001.400","","0.000","-99.000","-99.000","-99.000","27.100","","25.600",""
"C0UA10","2019-09-30 04:00:00","1711.000","4.000","0.300","16.600","1.000","831.100","","25.500","-99.000","-99.000","-99.000","16.600","","16.000",""
"C0V770","2019-09-30 04:00:00","26.000","337.000","0.500","25.400","0.990","1000.200","","0.000","-99.000","-99.000","-99.000","27.700","","25.400",""
"C0E730","2019-09-30 04:00:00","26.000","37.000","3.100","27.700","0.740","999.800","","0.000","10.800","16.000","","27.700","","27.300",""
"C0V810","2019-09-30 04:00:00","32.000","345.000","1.100","26.100","1.000","998.300","","0.000","-99.000","-99.000","-99.000","28.300","","26.100",""
"C0A9C0","2019-09-30 04:00:00","35.000","104.000","3.000","27.600","0.790","1004.700","","2.500","11.100","145.000","","27.600","","27.200",""
"C0X310","2019-09-30 04:00:00","9.000","22.000","1.700","26.200","0.920","1003.000","","0.000","-99.000","-99.000","-99.000","26.900","","26.200",""
"C0K280","2019-09-30 04:00:00","23.000","61.000","0.800","24.700","0.970","1002.900","","0.000","-99.000","-99.000","-99.000","26.400","","24.700",""
"C0M650","2019-09-30 04:00:00","20.000","16.000","0.300","25.300","0.940","1001.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0S910","2019-09-30 04:00:00","212.000","38.000","13.900","23.200","0.990","976.200","","1.000","32.500","37.000","","26.200","","23.200",""
"C0D570","2019-09-30 04:00:00","15.000","31.000","1.100","27.000","0.860","1003.000","","0.000","7.300","13.000","","27.400","","26.500",""
"C0M710","2019-09-30 04:00:00","15.000","18.000","0.500","25.700","0.920","1001.800","","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0V490","2019-09-30 04:00:00","20.000","10.000","1.800","27.200","0.860","1001.100","","0.000","-99.000","-99.000","-99.000","28.600","","27.200",""
"C0E870","2019-09-30 04:00:00","34.000","30.000","2.900","27.300","0.740","1001.900","","0.000","-99.000","-99.000","-99.000","27.300","","26.700",""
"C0M800","2019-09-30 04:00:00","440.000","60.000","0.600","21.900","0.910","955.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.600",""
"C0A570","2019-09-30 04:00:00","360.000","89.000","2.600","24.800","0.850","969.200","","5.000","9.300","88.000","","24.800","","23.300",""
"C0S790","2019-09-30 04:00:00","236.000","1.000","1.300","24.900","0.780","978.400","","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0D590","2019-09-30 04:00:00","143.000","44.000","6.100","25.300","0.950","990.900","","0.000","13.400","38.000","","26.000","","25.200",""
"C0U990","2019-09-30 04:00:00","31.000","63.000","2.200","26.600","0.940","1006.800","","1.500","-99.000","-99.000","-99.000","26.700","","26.500",""
"C0M700","2019-09-30 04:00:00","150.000","0.000","0.000","23.600","0.970","987.200","","0.000","-99.000","-99.000","-99.000","24.600","","23.600",""
"C0A970","2019-09-30 04:00:00","96.000","58.000","7.100","25.300","0.990","999.500","","0.000","-99.000","-99.000","-99.000","25.500","","25.300",""
"CM0110","2019-09-30 04:00:00","7.000","35.000","1.300","25.800","0.830","1003.300","","0.000","-99.000","-99.000","-99.000","26.800","","25.600",""
"C0S940","2019-09-30 04:00:00","150.000","16.000","6.800","26.300","0.830","987.900","","4.000","17.300","26.000","","26.800","","24.500",""
"C0X250","2019-09-30 04:00:00","33.000","25.000","0.300","25.700","0.980","999.400","","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0K520","2019-09-30 04:00:00","10.000","29.000","0.700","25.300","0.970","1001.300","","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
